,customer_id,payment_type_id,internet_service_type_id,contract_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,churn_month,signup_date
660,0967-BMLBD,2,3,2,Female,0,Yes,Yes,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.0,196.35,No,One year,None,Mailed check,,2021-02-21 18:07:34
661,0968-GSIKN,2,2,1,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.8,70.8,Yes,Month-to-month,Fiber optic,Mailed check,2022-01-31,2021-12-21 18:07:34
662,0969-RGKCU,4,3,2,Male,0,Yes,Yes,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.8,677.05,No,One year,None,Credit card (automatic),,2018-12-21 18:07:34
663,0970-ETWGE,1,2,1,Male,0,No,No,1,Yes,No,No,No,No,No,Yes,Yes,Yes,89.55,89.55,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
664,0970-QXPXW,2,3,1,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,19.65,No,Month-to-month,None,Mailed check,,2021-12-21 18:07:34
665,0971-QIFJK,3,3,3,Female,0,Yes,No,69,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.25,1641.8,No,Two year,None,Bank transfer (automatic),,2016-04-21 18:07:34
666,0973-KYVNF,4,1,3,Female,0,Yes,Yes,72,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,70.65,5011.15,No,Two year,DSL,Credit card (automatic),,2016-01-21 18:07:34
667,0975-UYDTX,4,1,2,Female,0,Yes,No,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90.1,2312.55,No,One year,DSL,Credit card (automatic),,2019-11-21 18:07:34
668,0975-VOOVL,2,1,1,Female,0,No,No,3,No,No phone service,No,Yes,No,No,No,No,No,29.2,98.5,No,Month-to-month,DSL,Mailed check,,2021-10-21 18:07:34
669,0979-MOZQI,3,1,3,Male,0,Yes,No,62,No,No phone service,No,No,No,Yes,Yes,No,Yes,39.0,2337.45,No,Two year,DSL,Bank transfer (automatic),,2016-11-21 18:07:34
670,0979-PHULV,4,2,1,Male,0,Yes,Yes,69,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,99.45,7007.6,Yes,Month-to-month,Fiber optic,Credit card (automatic),2022-01-31,2016-04-21 18:07:34
671,0980-FEXWF,2,1,2,Male,0,Yes,Yes,26,Yes,No,No,No,Yes,No,No,No,No,50.35,1285.8,No,One year,DSL,Mailed check,,2019-11-21 18:07:34
672,0980-PVMRC,1,1,1,Female,0,Yes,Yes,40,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,50.85,2036.55,No,Month-to-month,DSL,Electronic check,,2018-09-21 18:07:34
673,0983-TATYJ,2,1,2,Female,0,Yes,No,33,Yes,No,No,No,No,Yes,No,No,Yes,51.45,1758.9,No,One year,DSL,Mailed check,,2019-04-21 18:07:34
674,0988-AADSA,3,1,3,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,80.85,5824.75,No,Two year,DSL,Bank transfer (automatic),,2016-01-21 18:07:34
675,0988-JRWWP,1,1,1,Female,0,No,No,3,Yes,No,No,No,No,No,Yes,No,Yes,54.2,140.4,No,Month-to-month,DSL,Electronic check,,2021-10-21 18:07:34
676,0991-BRRFB,1,1,1,Male,0,No,No,18,Yes,No,Yes,No,No,No,No,No,No,49.4,874.8,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2020-07-21 18:07:34
677,0993-OSGPT,3,1,2,Female,1,Yes,No,68,Yes,No,No,Yes,Yes,Yes,No,No,Yes,60.65,3975.9,No,One year,DSL,Bank transfer (automatic),,2016-05-21 18:07:34
678,0997-YTLNY,2,1,1,Female,0,No,Yes,19,Yes,No,No,No,No,Yes,No,No,No,48.8,953.65,No,Month-to-month,DSL,Mailed check,,2020-06-21 18:07:34
679,0999-QXNSA,2,1,1,Male,1,No,Yes,7,Yes,No,No,No,No,No,No,No,Yes,45.75,344.2,No,Month-to-month,DSL,Mailed check,,2021-06-21 18:07:34
680,1000-AJSLD,2,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.1,20.1,Yes,Month-to-month,None,Mailed check,2022-01-31,2021-12-21 18:07:34
681,1004-NOZNR,4,2,2,Male,1,No,Yes,56,Yes,No,Yes,No,No,No,Yes,Yes,No,94.8,5264.3,No,One year,Fiber optic,Credit card (automatic),,2017-05-21 18:07:34
682,1009-IRMNA,3,3,1,Female,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,137.6,Yes,Month-to-month,None,Bank transfer (automatic),2022-01-31,2021-06-21 18:07:34
683,1010-DIAUQ,3,2,1,Male,0,No,No,5,Yes,No,No,No,Yes,No,Yes,Yes,No,96.5,492.55,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2021-08-21 18:07:34
684,1013-QCWAM,1,2,1,Female,1,Yes,No,66,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,100.8,6690.75,No,Month-to-month,Fiber optic,Electronic check,,2016-07-21 18:07:34
685,1015-JPFYW,2,3,2,Male,0,No,Yes,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.45,136.75,No,One year,None,Mailed check,,2021-06-21 18:07:34
686,1015-OWJKI,2,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.05,19.05,No,Month-to-month,None,Mailed check,,2021-12-21 18:07:34
687,1016-DJTSV,1,2,1,Male,1,No,No,8,Yes,No,No,No,No,No,No,No,Yes,69.7,572.85,No,Month-to-month,Fiber optic,Electronic check,,2021-05-21 18:07:34
688,1017-FBQMM,4,2,2,Female,0,Yes,Yes,62,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,106.05,6703.5,No,One year,Fiber optic,Credit card (automatic),,2016-11-21 18:07:34
689,1020-JPQOW,1,2,1,Female,0,Yes,No,56,Yes,Yes,No,Yes,Yes,Yes,No,No,No,90.55,5116.6,No,Month-to-month,Fiber optic,Electronic check,,2017-05-21 18:07:34
690,1022-RKXDR,2,3,2,Female,0,No,No,41,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.85,962.25,No,One year,None,Mailed check,,2018-08-21 18:07:34
691,1023-BQXZE,3,1,3,Male,0,No,No,57,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,74.35,4317.35,No,Two year,DSL,Bank transfer (automatic),,2017-04-21 18:07:34
692,1024-GUALD,1,1,1,Female,0,Yes,No,1,No,No phone service,No,No,No,No,No,No,Yes,24.8,24.8,Yes,Month-to-month,DSL,Electronic check,2022-01-31,2021-12-21 18:07:34
693,1024-KPRBB,2,2,2,Female,0,No,No,38,Yes,No,No,No,No,No,Yes,Yes,Yes,89.1,3342,No,One year,Fiber optic,Mailed check,,2018-11-21 18:07:34
694,1024-VRZHF,1,2,1,Male,0,Yes,No,11,Yes,Yes,No,No,No,No,No,No,Yes,74.95,825.7,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-02-21 18:07:34
695,1025-FALIX,4,2,1,Female,0,No,No,26,Yes,No,No,No,No,No,No,No,Yes,69.05,1815.65,No,Month-to-month,Fiber optic,Credit card (automatic),,2019-11-21 18:07:34
696,1027-LKKQQ,3,1,3,Female,0,Yes,Yes,72,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,80.45,5886.85,No,Two year,DSL,Bank transfer (automatic),,2016-01-21 18:07:34
697,1028-FFNJK,1,2,1,Male,1,Yes,No,30,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,101.5,2917.65,No,Month-to-month,Fiber optic,Electronic check,,2019-07-21 18:07:34
698,1029-QFBEN,2,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.55,19.55,Yes,Month-to-month,None,Mailed check,2022-01-31,2021-12-21 18:07:34
699,1031-IIDEO,1,2,1,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.85,70.85,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
700,1032-MAELW,1,1,2,Female,0,Yes,Yes,68,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,78.45,5333.35,No,One year,DSL,Electronic check,,2016-05-21 18:07:34
701,1035-IPQPU,1,2,1,Female,1,Yes,No,63,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,103.5,6479.4,No,Month-to-month,Fiber optic,Electronic check,,2016-10-21 18:07:34
702,1036-GUDCL,4,1,1,Male,0,Yes,Yes,60,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,79.05,4663.4,No,Month-to-month,DSL,Credit card (automatic),,2017-01-21 18:07:34
703,1038-RQOST,2,3,1,Male,0,Yes,Yes,19,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.6,414.95,No,Month-to-month,None,Mailed check,,2020-06-21 18:07:34
704,1038-ZAGBI,3,3,2,Female,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.8,229.6,Yes,One year,None,Bank transfer (automatic),2022-01-31,2021-01-21 18:07:34
705,1041-RXHRA,3,2,1,Female,0,No,No,41,Yes,No,No,No,No,No,No,No,No,70.25,2868.05,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2018-08-21 18:07:34
706,1042-HFUCW,4,1,2,Female,0,No,Yes,25,Yes,No,No,Yes,No,Yes,No,No,Yes,54.75,1266.35,No,One year,DSL,Credit card (automatic),,2019-12-21 18:07:34
707,1043-UXOVO,4,2,3,Female,0,No,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,113.15,7993.3,No,Two year,Fiber optic,Credit card (automatic),,2016-02-21 18:07:34
708,1043-YCUTE,4,3,3,Male,0,Yes,No,56,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.15,1327.15,Yes,Two year,None,Credit card (automatic),2022-01-31,2017-05-21 18:07:34
709,1045-LTCYT,4,3,1,Female,0,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.05,139.75,No,Month-to-month,None,Credit card (automatic),,2021-05-21 18:07:34
710,1047-NNCBF,4,2,1,Male,0,No,No,20,Yes,No,No,No,No,No,No,No,No,70.55,1493.55,No,Month-to-month,Fiber optic,Credit card (automatic),,2020-05-21 18:07:34
711,1047-RNXZV,2,3,3,Male,0,No,No,43,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.55,876.15,No,Two year,None,Mailed check,,2018-06-21 18:07:34
712,1049-FYSYG,4,1,1,Female,0,Yes,No,17,No,No phone service,No,Yes,Yes,No,No,No,Yes,35.65,646.05,No,Month-to-month,DSL,Credit card (automatic),,2020-08-21 18:07:34
713,1051-EQPZR,2,3,1,Female,0,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,780.25,No,Month-to-month,None,Mailed check,,2018-05-21 18:07:34
714,1051-GEJLJ,2,3,1,Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.5,27.55,No,Month-to-month,None,Mailed check,,2021-11-21 18:07:34
715,1052-QJIBV,4,3,3,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,1397.3,No,Two year,None,Credit card (automatic),,2016-02-21 18:07:34
716,1053-MXTTK,3,2,3,Female,0,Yes,Yes,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,108.65,7726.35,No,Two year,Fiber optic,Bank transfer (automatic),,2016-01-21 18:07:34
717,1057-FOGLZ,2,3,1,Female,0,No,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,391.7,No,Month-to-month,None,Mailed check,,2020-07-21 18:07:34
718,1060-ENTOF,4,2,2,Female,1,Yes,No,67,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,105.4,7035.6,No,One year,Fiber optic,Credit card (automatic),,2016-06-21 18:07:34
719,1061-PNTHC,2,2,1,Female,0,Yes,Yes,56,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,109.6,5953,No,Month-to-month,Fiber optic,Mailed check,,2017-05-21 18:07:34
720,1062-LHZOD,2,2,1,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Yes,69.9,69.9,Yes,Month-to-month,Fiber optic,Mailed check,2022-01-31,2021-12-21 18:07:34
721,1063-DHQJF,2,2,3,Male,0,Yes,Yes,69,Yes,No,No,Yes,No,Yes,Yes,No,Yes,92.15,6480.9,No,Two year,Fiber optic,Mailed check,,2016-04-21 18:07:34
722,1064-FBXNK,4,3,2,Male,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,19.85,No,One year,None,Credit card (automatic),,2021-12-21 18:07:34
723,1066-JKSGK,2,3,1,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,20.15,Yes,Month-to-month,None,Mailed check,2022-01-31,2021-12-21 18:07:34
724,1069-QJOEE,1,3,2,Male,0,Yes,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,505.45,No,One year,None,Electronic check,,2019-12-21 18:07:34
725,1069-XAIEM,1,2,1,Female,1,No,No,1,Yes,Yes,No,No,No,No,No,Yes,Yes,85.05,85.05,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2021-12-21 18:07:34
726,1073-XXCZD,3,3,3,Male,0,Yes,No,55,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.7,1443.65,No,Two year,None,Bank transfer (automatic),,2017-06-21 18:07:34
727,1074-AMIOH,3,2,1,Female,0,Yes,Yes,53,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,108.25,5935.1,No,Month-to-month,Fiber optic,Bank transfer (automatic),,2017-08-21 18:07:34
728,1074-WVEVG,2,3,2,Female,0,Yes,No,59,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,1267,No,One year,None,Mailed check,,2017-02-21 18:07:34
729,1075-BGWOH,1,2,1,Male,1,Yes,No,16,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,98.75,1587.55,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-09-21 18:07:34
730,1077-HUUJM,1,2,1,Female,0,No,Yes,7,Yes,No,No,No,No,No,No,No,Yes,71.05,472.65,No,Month-to-month,Fiber optic,Electronic check,,2021-06-21 18:07:34
731,1078-TDCRN,1,1,1,Female,1,Yes,No,3,No,No phone service,No,Yes,No,No,No,No,Yes,30.75,82.85,No,Month-to-month,DSL,Electronic check,,2021-10-21 18:07:34
732,1080-BWSYE,4,3,3,Male,1,Yes,No,64,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.65,1740.8,No,Two year,None,Credit card (automatic),,2016-09-21 18:07:34
733,1084-MNSMJ,4,1,3,Female,0,Yes,Yes,51,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,85.5,4421.95,No,Two year,DSL,Credit card (automatic),,2017-10-21 18:07:34
734,1084-UQCHV,3,2,1,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,69.75,69.75,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),2022-01-31,2021-12-21 18:07:34
735,1085-LDWAM,4,3,2,Female,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.35,1442.65,No,One year,None,Credit card (automatic),,2016-04-21 18:07:34
736,1086-LXKFY,2,2,1,Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Yes,69.1,69.1,Yes,Month-to-month,Fiber optic,Mailed check,2022-01-31,2021-12-21 18:07:34
737,1087-GRUYI,3,3,3,Male,0,Yes,No,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.4,743.5,No,Two year,None,Bank transfer (automatic),,2018-11-21 18:07:34
738,1087-UDSIH,2,3,1,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.6,59.75,Yes,Month-to-month,None,Mailed check,2022-01-31,2021-10-21 18:07:34
739,1088-AUUZZ,4,1,3,Male,0,Yes,Yes,56,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,75.85,4261.2,No,Two year,DSL,Credit card (automatic),,2017-05-21 18:07:34
740,1088-CNNKB,4,1,2,Male,0,Yes,No,63,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,80.0,5040.2,No,One year,DSL,Credit card (automatic),,2016-10-21 18:07:34
741,1089-HDMKP,1,1,1,Male,1,No,Yes,11,Yes,No,No,Yes,No,Yes,No,No,Yes,54.55,601.25,No,Month-to-month,DSL,Electronic check,,2021-02-21 18:07:34
742,1089-XZWHH,2,3,3,Female,0,Yes,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.7,494.05,No,Two year,None,Mailed check,,2020-01-21 18:07:34
743,1090-ESELR,3,2,3,Male,0,Yes,Yes,72,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,105.5,7611.55,No,Two year,Fiber optic,Bank transfer (automatic),,2016-01-21 18:07:34
744,1090-PYKCI,4,2,2,Female,0,Yes,Yes,69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,105.1,7234.8,No,One year,Fiber optic,Credit card (automatic),,2016-04-21 18:07:34
745,1091-SOZGA,4,2,2,Female,0,Yes,Yes,56,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,99.8,5515.45,No,One year,Fiber optic,Credit card (automatic),,2017-05-21 18:07:34
746,1092-GANHU,1,2,1,Male,0,No,No,17,Yes,No,No,No,Yes,No,No,No,Yes,76.65,1313.55,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-08-21 18:07:34
747,1092-WPIVQ,2,3,3,Female,0,Yes,Yes,18,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.1,428.45,No,Two year,None,Mailed check,,2020-07-21 18:07:34
748,1093-YSWCA,4,3,3,Male,0,No,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.55,223.15,No,Two year,None,Credit card (automatic),,2021-02-21 18:07:34
749,1094-BKOSX,3,1,2,Female,0,Yes,Yes,45,No,No phone service,No,Yes,Yes,Yes,No,Yes,No,51.0,2264.5,No,One year,DSL,Bank transfer (automatic),,2018-04-21 18:07:34
750,1095-JUDTC,1,2,1,Female,1,No,No,47,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,95.05,4504.55,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2018-02-21 18:07:34
751,1095-WGNGG,3,2,3,Female,0,Yes,No,61,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,101.05,5971.25,No,Two year,Fiber optic,Bank transfer (automatic),,2016-12-21 18:07:34
752,1096-ADRUX,3,2,2,Female,0,Yes,Yes,66,Yes,Yes,No,No,No,No,No,No,Yes,74.25,4859.25,No,One year,Fiber optic,Bank transfer (automatic),,2016-07-21 18:07:34
753,1097-FSPVW,4,1,1,Female,0,No,No,42,Yes,No,Yes,No,Yes,No,No,No,No,54.55,2455.05,No,Month-to-month,DSL,Credit card (automatic),,2018-07-21 18:07:34
754,1098-KFQEC,4,3,3,Female,0,Yes,Yes,55,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.4,1083,No,Two year,None,Credit card (automatic),,2017-06-21 18:07:34
755,1098-TDVUQ,3,3,1,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.25,19.25,No,Month-to-month,None,Bank transfer (automatic),,2021-12-21 18:07:34
756,1099-BTKWT,1,1,2,Female,0,Yes,No,68,No,No phone service,Yes,No,Yes,No,Yes,Yes,Yes,54.4,3723.65,No,One year,DSL,Electronic check,,2016-05-21 18:07:34
757,1099-GODLO,2,3,3,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,20.35,No,Two year,None,Mailed check,,2021-12-21 18:07:34
758,1100-DDVRV,2,1,1,Male,0,Yes,No,17,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,49.8,836.35,No,Month-to-month,DSL,Mailed check,,2020-08-21 18:07:34
759,1101-SSWAG,1,1,1,Female,0,Yes,No,15,Yes,Yes,No,No,No,No,No,No,Yes,51.1,711.15,No,Month-to-month,DSL,Electronic check,,2020-10-21 18:07:34
760,1104-FEJAM,1,1,1,Male,0,Yes,Yes,28,Yes,Yes,No,Yes,No,No,No,Yes,No,64.4,1802.15,No,Month-to-month,DSL,Electronic check,,2019-09-21 18:07:34
761,1104-TNLZA,1,2,1,Male,1,Yes,No,28,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,105.8,2998,No,Month-to-month,Fiber optic,Electronic check,,2019-09-21 18:07:34
762,1106-HRLKZ,2,3,3,Male,0,Yes,Yes,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,808.95,No,Two year,None,Mailed check,,2018-09-21 18:07:34
763,1110-KYLGQ,4,2,1,Female,0,No,No,63,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,108.25,6780.1,No,Month-to-month,Fiber optic,Credit card (automatic),,2016-10-21 18:07:34
764,1112-CUNAO,1,2,1,Female,1,No,No,15,Yes,Yes,No,Yes,No,No,No,Yes,No,89.85,1424.95,Yes,Month-to-month,Fiber optic,Electronic check,2022-01-31,2020-10-21 18:07:34
765,1113-IUJYX,2,2,2,Female,0,Yes,No,14,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,105.95,1348.9,Yes,One year,Fiber optic,Mailed check,2022-01-31,2020-11-21 18:07:34
766,1114-CENIM,4,1,1,Male,0,No,Yes,54,Yes,Yes,No,Yes,No,No,No,No,Yes,55.0,3092.65,Yes,Month-to-month,DSL,Credit card (automatic),2022-01-31,2017-07-21 18:07:34
767,1116-DXXDF,1,2,3,Male,0,No,No,39,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,100.45,3801.7,No,Two year,Fiber optic,Electronic check,,2018-10-21 18:07:34
768,1116-FRYVH,2,1,3,Female,0,Yes,Yes,48,No,No phone service,Yes,Yes,No,Yes,No,No,No,39.4,1978.65,No,Two year,DSL,Mailed check,,2018-01-21 18:07:34
769,1120-BMWUB,2,1,1,Female,0,No,No,16,Yes,No,No,Yes,No,Yes,No,No,Yes,53.9,834.15,Yes,Month-to-month,DSL,Mailed check,2022-01-31,2020-09-21 18:07:34
770,1121-QSIVB,2,1,2,Female,0,No,Yes,44,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,77.55,3471.1,No,One year,DSL,Mailed check,,2018-05-21 18:07:34
771,1122-JWTJW,2,2,1,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Yes,70.65,70.65,Yes,Month-to-month,Fiber optic,Mailed check,2022-01-31,2021-12-21 18:07:34
772,1122-YJBCS,4,1,2,Male,0,Yes,No,69,Yes,No,Yes,Yes,No,No,No,No,Yes,53.65,3804.4,No,One year,DSL,Credit card (automatic),,2016-04-21 18:07:34
773,1125-SNVCK,2,1,1,Female,1,No,No,49,Yes,No,No,No,No,No,No,No,No,43.8,2106.05,No,Month-to-month,DSL,Mailed check,,2017-12-21 18:07:34
774,1131-ALZWV,3,3,2,Female,0,No,No,24,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.6,605.25,No,One year,None,Bank transfer (automatic),,2020-01-21 18:07:34
775,1131-QQZEB,3,3,3,Male,1,Yes,No,71,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,23.95,1756.2,No,Two year,None,Bank transfer (automatic),,2016-02-21 18:07:34
776,1131-SUEKT,3,2,2,Male,0,Yes,Yes,61,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,98.45,6145.2,No,One year,Fiber optic,Bank transfer (automatic),,2016-12-21 18:07:34
777,1133-KXCGE,2,3,2,Female,0,No,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,407.05,No,One year,None,Mailed check,,2020-07-21 18:07:34
778,1134-YWTYF,1,1,1,Male,0,Yes,No,27,Yes,No,No,Yes,No,Yes,No,No,Yes,53.8,1389.85,No,Month-to-month,DSL,Electronic check,,2019-10-21 18:07:34
779,1135-HIORI,1,2,2,Female,0,Yes,Yes,64,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,111.45,7266.95,No,One year,Fiber optic,Electronic check,,2016-09-21 18:07:34
780,1135-LMECX,2,3,1,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,19.85,No,Month-to-month,None,Mailed check,,2021-12-21 18:07:34
781,1136-XGEQU,4,1,2,Female,0,Yes,Yes,50,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,84.15,4164.4,No,One year,DSL,Credit card (automatic),,2017-11-21 18:07:34
782,1137-DGOWI,3,1,2,Female,0,Yes,No,30,Yes,No,No,Yes,Yes,Yes,No,Yes,No,70.25,2198.9,No,One year,DSL,Bank transfer (automatic),,2019-07-21 18:07:34
783,1139-WUOAH,4,1,3,Male,0,No,No,57,No,No phone service,No,No,Yes,Yes,Yes,Yes,No,53.35,3090.05,No,Two year,DSL,Credit card (automatic),,2017-04-21 18:07:34
